yc_id,name,yc_slug,batch,status,website,yc_profile_url,roster_source,historical_only,link_status,evidence,crunchbase_slug,crunchbase_url,invalid_source_value,risk_categories,risk_count,risk_unverified_candidate,risk_archive_observed_candidate,risk_source_conflict,risk_url_collision,risk_invalid_source_value,risk_historical_only,risk_invalid_company_website,risk_slug_only_source,risk_sample_validation_failed,risk_sample_validation_unresolved,collision_yc_ids,conflict_datahive_url,conflict_radema_url,manual_validation_status,validated_crunchbase_url,manual_validation_note
24773,Crew,crew,Summer 2021,Active,https://crew.work/,https://www.ycombinator.com/companies/crew,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,crew,https://www.crunchbase.com/organization/crew,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
12358,Eclipse Foods,eclipse-foods,Winter 2019,Active,http://www.eclipsefoods.com,https://www.ycombinator.com/companies/eclipse-foods,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,eclipse-foods,https://www.crunchbase.com/organization/eclipse-foods,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
1599,Fam,fam,Summer 2017,Inactive,https://www.famapp.com/,https://www.ycombinator.com/companies/fam,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,fam,https://www.crunchbase.com/organization/fam,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
925,Fountain,fountain,Summer 2015,Active,http://fountain.com,https://www.ycombinator.com/companies/fountain,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,fountain,https://www.crunchbase.com/organization/fountain,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
32194,GUILD,guild,Summer 2026,Active,https://www.guildai.co,https://www.ycombinator.com/companies/guild,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,guild,https://www.crunchbase.com/organization/guild,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
30288,Harper,harper,Winter 2025,Active,https://www.harperinsure.com/,https://www.ycombinator.com/companies/harper,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,harper,https://www.crunchbase.com/organization/harper,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
29483,Healia,healia,Winter 2024,Active,https://www.healiahealth.com/,https://www.ycombinator.com/companies/healia,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,healia,https://www.crunchbase.com/organization/healia,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
30034,HealthSpark,healthspark,Fall 2024,Active,https://www.joinhealthspark.com,https://www.ycombinator.com/companies/healthspark,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,healthspark,https://www.crunchbase.com/organization/healthspark,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
12539,Hey Healthcare,hey-healthcare,Summer 2019,Inactive,https://andrewcoyle.com/health-tech.html,https://www.ycombinator.com/companies/hey-healthcare,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,hey-healthcare,https://www.crunchbase.com/organization/hey-healthcare,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
30776,Magnetic,magnetic,Summer 2025,Active,https://www.magnetictax.com,https://www.ycombinator.com/companies/magnetic,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,magnetic,https://www.crunchbase.com/organization/magnetic,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
25475,Orca,orca,Winter 2022,Active,https://orca.fyi/,https://www.ycombinator.com/companies/orca,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,orca,https://www.crunchbase.com/organization/orca,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
27901,Orchid,orchid,Winter 2023,Active,https://orchid.health,https://www.ycombinator.com/companies/orchid,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,orchid,https://www.crunchbase.com/organization/orchid,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
31284,Origami Robotics,origami-robotics,Winter 2026,Active,https://www.origami-robotics.com,https://www.ycombinator.com/companies/origami-robotics,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,origami-robotics,https://www.crunchbase.com/organization/origami-robotics,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
28864,Outset,outset,Summer 2023,Active,https://outset.ai/,https://www.ycombinator.com/companies/outset,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,outset,https://www.crunchbase.com/organization/outset,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
30927,Oxus,oxus,Winter 2026,Active,https://oxus-ai.com/,https://www.ycombinator.com/companies/oxus,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,oxus,https://www.crunchbase.com/organization/oxus,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
32136,Palisade,palisade,Summer 2026,Active,https://palisade.run,https://www.ycombinator.com/companies/palisade,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,palisade,https://www.crunchbase.com/organization/palisade,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
12507,Playground,playground,Summer 2019,Inactive,https://playground.com,https://www.ycombinator.com/companies/playground,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,playground,https://www.crunchbase.com/organization/playground,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
26265,Seis,seis,Winter 2022,Inactive,https://www.seis.com,https://www.ycombinator.com/companies/seis,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,seis,https://www.crunchbase.com/organization/seis,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
30189,SubImage,subimage,Winter 2025,Active,https://subimage.io,https://www.ycombinator.com/companies/subimage,yc_oss_current,false,archive_observed_candidate,commoncrawl_2019_slug_observation,subimage,https://www.crunchbase.com/organization/subimage,,archive_observed_candidate,1,false,true,false,false,false,false,false,false,false,false,,,,,,
