yc_id,name,yc_slug,batch,status,website,yc_profile_url,roster_source,historical_only,link_status,evidence,crunchbase_slug,crunchbase_url,invalid_source_value,risk_categories,risk_count,risk_unverified_candidate,risk_archive_observed_candidate,risk_source_conflict,risk_url_collision,risk_invalid_source_value,risk_historical_only,risk_invalid_company_website,risk_slug_only_source,risk_sample_validation_failed,risk_sample_validation_unresolved,collision_yc_ids,conflict_datahive_url,conflict_radema_url,manual_validation_status,validated_crunchbase_url,manual_validation_note
11960,Convictional,convictional,Winter 2019,Active,https://convictional.com,https://www.ycombinator.com/companies/convictional,datahive_historical,true,publicly_sourced,datahive_cb_url,convictional,https://www.crunchbase.com/organization/convictional,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1401,DeansList,,IK12,Active,http://www.deanslistsoftware.com,,radema_historical,true,publicly_sourced,radema_cb_url,deanslist-inc,https://www.crunchbase.com/organization/deanslist-inc,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
29389,Delve,delve,Winter 2024,Active,https://delve.co/?utm_source=yc&utm_medium=bio&utm_campaign=delve,https://www.ycombinator.com/companies/delve,datahive_historical,true,unverified_candidate,yc_slug_inference,delve,https://www.crunchbase.com/organization/delve,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1374,DigitWhiz,,IK12,Active,http://www.digitwhiz.com,,radema_historical,true,publicly_sourced,radema_cb_url,digitwhiz,https://www.crunchbase.com/organization/digitwhiz,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1372,DSK,,IK12,Inactive,http://mytryumph.com,,radema_historical,true,unverified_candidate,company_name_inference,dsk,https://www.crunchbase.com/organization/dsk,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1397,Edoome,,IK12,Active,http://www.edoome.com,,radema_historical,true,publicly_sourced,radema_cb_url,edoome,https://www.crunchbase.com/organization/edoome,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1394,Edpuzzle,,IK12,Active,https://edpuzzle.com,,radema_historical,true,publicly_sourced,radema_cb_url,edpuzzle,https://www.crunchbase.com/organization/edpuzzle,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1365,edshelf,,IK12,Active,http://edshelf.com/,,radema_historical,true,publicly_sourced,radema_cb_url,edshelf,https://www.crunchbase.com/organization/edshelf,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1414,Educents,,IK12,Active,https://www.educents.com/,,radema_historical,true,publicly_sourced,radema_cb_url,educents,https://www.crunchbase.com/organization/educents,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1358,Educreations,,IK12,Active,https://www.educreations.com,,radema_historical,true,publicly_sourced,radema_cb_url,educreations,https://www.crunchbase.com/organization/educreations,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1413,Edusight,,IK12,Inactive,https://edusight.co/,,radema_historical,true,publicly_sourced,radema_cb_url,edusight,https://www.crunchbase.com/organization/edusight,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1353,Eduvant,,IK12,Active,http://www.eduvant.com,,radema_historical,true,publicly_sourced,radema_cb_url,eduvant,https://www.crunchbase.com/organization/eduvant,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1406,eduvee,,IK12,Inactive,http://www.eduvee.com,,radema_historical,true,publicly_sourced,radema_cb_url,eduvee,https://www.crunchbase.com/organization/eduvee,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1355,Eleven Learning,,IK12,Inactive,https://www.elevenlearning.com,,radema_historical,true,unverified_candidate,company_name_inference,eleven-learning,https://www.crunchbase.com/organization/eleven-learning,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1412,Formative,,IK12,Active,http://www.goformative.com,,radema_historical,true,unverified_candidate,company_name_inference,formative,https://www.crunchbase.com/organization/formative,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1395,Freckle Education,,IK12,Acquired,http://www.freckle.com,,radema_historical,true,publicly_sourced,radema_cb_url,freckle-education,https://www.crunchbase.com/organization/freckle-education,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1392,Geddit,,IK12,Inactive,http://letsgeddit.com,,radema_historical,true,publicly_sourced,radema_cb_url,geddit,https://www.crunchbase.com/organization/geddit,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
29962,General Analysis,general-analysis,Summer 2024,Active,https://generalanalysis.com,https://www.ycombinator.com/companies/general-analysis,datahive_historical,true,unverified_candidate,yc_slug_inference,general-analysis,https://www.crunchbase.com/organization/general-analysis,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1388,GigaBryte,,IK12,Inactive,https://www.gigabryte.com/,,radema_historical,true,publicly_sourced,radema_cb_url,gigabryte,https://www.crunchbase.com/organization/gigabryte,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1354,Goalbook,,IK12,Active,http://goalbookapp.com,,radema_historical,true,publicly_sourced,radema_cb_url,goalbook,https://www.crunchbase.com/organization/goalbook,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1368,Hapara,,IK12,Active,http://hapara.com,,radema_historical,true,publicly_sourced,radema_cb_url,hapara,https://www.crunchbase.com/organization/hapara,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
693,Hiro Systems,,S14,Active,https://hiro.so,,radema_historical,true,unverified_candidate,company_name_inference,hiro-systems,https://www.crunchbase.com/organization/hiro-systems,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
25530,Inedit (Brandazine),,W22,Active,https://www.ineditcorp.com,,radema_historical,true,unverified_candidate,company_name_inference,inedit-brandazine,https://www.crunchbase.com/organization/inedit-brandazine,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1376,Informed K12,,IK12,Active,http://www.informedk12.com,,radema_historical,true,publicly_sourced,radema_cb_url,chalk-schools,https://www.crunchbase.com/organization/chalk-schools,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1363,InstaGrok,,IK12,Inactive,http://www.instagrok.com,,radema_historical,true,unverified_candidate,company_name_inference,instagrok,https://www.crunchbase.com/organization/instagrok,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
29981,Kairo Health,kairo-health,Summer 2024,Active,https://trykairo.com/,https://www.ycombinator.com/companies/kairo-health,datahive_historical,true,unverified_candidate,yc_slug_inference,kairo-health,https://www.crunchbase.com/organization/kairo-health,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1385,Kaizena,,IK12,Active,http://www.kaizena.com,,radema_historical,true,publicly_sourced,radema_cb_url,kaizena,https://www.crunchbase.com/organization/kaizena,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1391,Kaymbu,,IK12,Active,http://kaymbu.com,,radema_historical,true,publicly_sourced,radema_cb_url,kaymbu,https://www.crunchbase.com/organization/kaymbu,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1422,KickUp,,IK12,Active,http://www.kickup.co,,radema_historical,true,publicly_sourced,radema_cb_url,kickup,https://www.crunchbase.com/organization/kickup,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1383,Kodable,,IK12,Active,https://www.kodable.com,,radema_historical,true,publicly_sourced,radema_cb_url,kodable,https://www.crunchbase.com/organization/kodable,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
13526,LabGrid,,W20,Inactive,https://www.labgrid.com,,radema_historical,true,unverified_candidate,company_name_inference,labgrid,https://www.crunchbase.com/organization/labgrid,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
30524,Lapel,lapel,Spring 2025,Active,https://lapel.com/,https://www.ycombinator.com/companies/lapel,datahive_historical,true,unverified_candidate,yc_slug_inference,lapel,https://www.crunchbase.com/organization/lapel,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1366,LearningJar,,IK12,Inactive,https://www.learningjar.com,,radema_historical,true,publicly_sourced,radema_cb_url,learningjar,https://www.crunchbase.com/organization/learningjar,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1369,LearnSprout,,IK12,Acquired,http://www.learnsprout.com,,radema_historical,true,publicly_sourced,radema_cb_url,learnsprout,https://www.crunchbase.com/organization/learnsprout,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
25756,Legistify,,W22,Active,https://www.legistify.com,,radema_historical,true,publicly_sourced,radema_cb_url,legistify,https://www.crunchbase.com/organization/legistify,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1387,Literably,,IK12,Active,https://literably.com,,radema_historical,true,publicly_sourced,radema_cb_url,literably,https://www.crunchbase.com/organization/literably,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1501,LocoAI,,S16,Inactive,http://www.locoai.com,,radema_historical,true,unverified_candidate,company_name_inference,locoai,https://www.crunchbase.com/organization/locoai,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
27271,Lokal,,S19,Active,https://www.getlokalapp.com,,radema_historical,true,unverified_candidate,company_name_inference,lokal,https://www.crunchbase.com/organization/lokal,,unverified_candidate;url_collision;historical_only,3,true,false,false,true,false,true,false,false,false,false,12723;27271,,,,,
1411,MathChat,,IK12,Inactive,http://www.getmathchat.com,,radema_historical,true,publicly_sourced,radema_cb_url,mathchat,https://www.crunchbase.com/organization/mathchat,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1404,Mission 100%,,IK12,Inactive,http://mission100percent.com,,radema_historical,true,publicly_sourced,radema_cb_url,mission-100-,https://www.crunchbase.com/organization/mission-100-,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
12361,Modoo Technology,,W19,Active,http://www.modoo-med.com,,radema_historical,true,publicly_sourced,radema_cb_url,modoo-technology,https://www.crunchbase.com/organization/modoo-technology,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1971,Molecular Reality,,S18,Active,http://www.molecularreality.com,,radema_historical,true,unverified_candidate,company_name_inference,molecular-reality,https://www.crunchbase.com/organization/molecular-reality,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1378,MommaZoo,,IK12,Inactive,https://www.mommazoo.com,,radema_historical,true,publicly_sourced,radema_cb_url,mommazoo,https://www.crunchbase.com/organization/mommazoo,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1418,Mosa Mack Science,,IK12,Active,http://www.mosamack.com,,radema_historical,true,publicly_sourced,radema_cb_url,mosa-mack-science-inc,https://www.crunchbase.com/organization/mosa-mack-science-inc,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1393,NetClick Inc.,,IK12,Inactive,https://www.netclick.me,,radema_historical,true,unverified_candidate,company_name_inference,netclick-inc,https://www.crunchbase.com/organization/netclick-inc,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1427,Next Tech,,IK12,Active,https://next.tech,,radema_historical,true,unverified_candidate,company_name_inference,next-tech,https://www.crunchbase.com/organization/next-tech,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1373,NoRedInk,,IK12,Active,http://www.noredink.com,,radema_historical,true,publicly_sourced,radema_cb_url,noredink,https://www.crunchbase.com/organization/noredink,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
30409,Notus Autonomous Systems,notus-autonomous-systems,Spring 2025,Active,http://www.notussystems.com/,https://www.ycombinator.com/companies/notus-autonomous-systems,datahive_historical,true,unverified_candidate,yc_slug_inference,notus-autonomous-systems,https://www.crunchbase.com/organization/notus-autonomous-systems,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
29515,NowHouse,nowhouse,Winter 2024,Active,https://www.nowhouse.io,https://www.ycombinator.com/companies/nowhouse,datahive_historical,true,unverified_candidate,yc_slug_inference,nowhouse,https://www.crunchbase.com/organization/nowhouse,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1409,Peekapak,,IK12,Active,http://www.peekapak.com,,radema_historical,true,publicly_sourced,radema_cb_url,peekapak,https://www.crunchbase.com/organization/peekapak,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
29487,Pico,,W24,Active,http://withpico.com,,radema_historical,true,unverified_candidate,company_name_inference,pico,https://www.crunchbase.com/organization/pico,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1407,Picolab,,IK12,Inactive,http://getpicolab.com,,radema_historical,true,unverified_candidate,company_name_inference,picolab,https://www.crunchbase.com/organization/picolab,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1389,Plickers,,IK12,Active,http://www.plickers.com,,radema_historical,true,publicly_sourced,radema_cb_url,plickers,https://www.crunchbase.com/organization/plickers,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
30621,Pond,pond,Summer 2025,Active,https://trypond.ai,https://www.ycombinator.com/companies/pond,datahive_historical,true,unverified_candidate,yc_slug_inference,pond,https://www.crunchbase.com/organization/pond,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
29007,ProdTrace,,S23,Active,https://www.prodtrace.com/,,radema_historical,true,unverified_candidate,company_name_inference,prodtrace,https://www.crunchbase.com/organization/prodtrace,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1420,ProjectPro,,IK12,Active,https://www.projectpro.io,,radema_historical,true,unverified_candidate,company_name_inference,projectpro,https://www.crunchbase.com/organization/projectpro,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1415,ReadWorks,,IK12,Active,http://www.readworks.org/,,radema_historical,true,publicly_sourced,radema_cb_url,readworks,https://www.crunchbase.com/organization/readworks,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1356,Remind,,IK12,Active,http://www.remind.com,,radema_historical,true,unverified_candidate,company_name_inference,remind,https://www.crunchbase.com/organization/remind,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1402,SchoolMint,,IK12,Acquired,http://www.schoolmint.com,,radema_historical,true,unverified_candidate,company_name_inference,schoolmint,https://www.crunchbase.com/organization/schoolmint,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1380,Securly,,IK12,Active,http://www.securly.com,,radema_historical,true,publicly_sourced,radema_cb_url,securly,https://www.crunchbase.com/organization/securly,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1429,Sense Education,,IK12,Active,http://www.sense.education,,radema_historical,true,unverified_candidate,company_name_inference,sense-education,https://www.crunchbase.com/organization/sense-education,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1425,Sesame,,IK12,Inactive,https://sesamehq.com,,radema_historical,true,publicly_sourced,radema_cb_url,sesame-hq,https://www.crunchbase.com/organization/sesame-hq,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1390,Showbie,,IK12,Active,http://www.showbie.com,,radema_historical,true,publicly_sourced,radema_cb_url,showbie,https://www.crunchbase.com/organization/showbie,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
29392,Skygaze,,W24,Active,https://www.skygaze.io,,radema_historical,true,unverified_candidate,company_name_inference,skygaze,https://www.crunchbase.com/organization/skygaze,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1375,SmarterCookie,,IK12,Inactive,http://beasmartercookie.com,,radema_historical,true,publicly_sourced,radema_cb_url,smartercookie,https://www.crunchbase.com/organization/smartercookie,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
29686,Snowpilot,snowpilot,Summer 2024,Active,https://www.snowpilot.com,https://www.ycombinator.com/companies/snowpilot,datahive_historical,true,unverified_candidate,yc_slug_inference,snowpilot,https://www.crunchbase.com/organization/snowpilot,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1370,Socrative,,IK12,Inactive,https://htp://www.socrative.com,,radema_historical,true,unverified_candidate,company_name_inference,socrative,https://www.crunchbase.com/organization/socrative,,unverified_candidate;historical_only;invalid_company_website,3,true,false,false,false,false,true,true,false,false,false,,,,,,
1424,Sown To Grow,,IK12,Active,http://www.sowntogrow.com/,,radema_historical,true,publicly_sourced,radema_cb_url,sown-to-grow,https://www.crunchbase.com/organization/sown-to-grow,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
26015,Splendor,splendor,Winter 2022,Active,https://splendorhealth.com,https://www.ycombinator.com/companies/splendor,datahive_historical,true,unverified_candidate,yc_slug_inference,splendor,https://www.crunchbase.com/organization/splendor,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
24831,Stack Wealth,,S21,Active,https://stackwealth.in/,,radema_historical,true,publicly_sourced,radema_cb_url,stack-finance,https://www.crunchbase.com/organization/stack-finance,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1382,StudyRoom,,IK12,Inactive,http://www.getstudyroom.com,,radema_historical,true,publicly_sourced,radema_cb_url,studyroom,https://www.crunchbase.com/organization/studyroom,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1423,Swing Education,,IK12,Active,http://www.swingeducation.com,,radema_historical,true,publicly_sourced,radema_cb_url,swing-education,https://www.crunchbase.com/organization/swing-education,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
30349,Tally,tallyhq,Winter 2025,Active,https://tallyhq.com,https://www.ycombinator.com/companies/tallyhq,datahive_historical,true,unverified_candidate,yc_slug_inference,tallyhq,https://www.crunchbase.com/organization/tallyhq,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1362,TapToLearn,,IK12,Active,https://www.taptolearn.com,,radema_historical,true,publicly_sourced,radema_cb_url,taptolearn,https://www.crunchbase.com/organization/taptolearn,,url_collision;historical_only,2,false,false,false,true,false,true,false,false,false,false,1362;21,,,,,
1364,TeachBoost,,IK12,Active,http://teachboost.com,,radema_historical,true,publicly_sourced,radema_cb_url,teachboost,https://www.crunchbase.com/organization/teachboost,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1405,TeachMe,,IK12,Active,http://www.mathgames.com,,radema_historical,true,unverified_candidate,company_name_inference,teachme,https://www.crunchbase.com/organization/teachme,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
27273,Terrace,,S22,Active,https://www.terrace.fi,,radema_historical,true,unverified_candidate,company_name_inference,terrace,https://www.crunchbase.com/organization/terrace,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1430,The Rumie Initiative,,IK12,Active,http://www.rumie.org,,radema_historical,true,unverified_candidate,company_name_inference,the-rumie-initiative,https://www.crunchbase.com/organization/the-rumie-initiative,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1419,Tickle,,IK12,Active,http://tickleapp.com,,radema_historical,true,publicly_sourced,radema_cb_url,tickle-2,https://www.crunchbase.com/organization/tickle-2,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1381,Tioki,,IK12,Inactive,http://www.tioki.com,,radema_historical,true,unverified_candidate,company_name_inference,tioki,https://www.crunchbase.com/organization/tioki,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1367,TopMind,,IK12,Inactive,https://satrocket.com,,radema_historical,true,publicly_sourced,radema_cb_url,sat-rocket,https://www.crunchbase.com/organization/sat-rocket,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1416,Trinket,,IK12,Active,http://trinket.io,,radema_historical,true,publicly_sourced,radema_cb_url,trinket,https://www.crunchbase.com/organization/trinket,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
1357,TutorCloud,,IK12,Inactive,http://www.tutorcloud.com,,radema_historical,true,unverified_candidate,company_name_inference,tutorcloud,https://www.crunchbase.com/organization/tutorcloud,,unverified_candidate;historical_only,2,true,false,false,false,false,true,false,false,false,false,,,,,,
1386,VideoNotes,,IK12,Inactive,http://videonot.es,,radema_historical,true,publicly_sourced,radema_cb_url,videonot-es,https://www.crunchbase.com/organization/videonot-es,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
723,Zen99,,S14,Inactive,http://tryzen99.com,,radema_historical,true,publicly_sourced,radema_cb_url,zen99,https://www.crunchbase.com/organization/zen99,,historical_only,1,false,false,false,false,false,true,false,false,false,false,,,,,,
